ID,lead_paragraph,section_name,word_count,myDate
4fd25a6d8eb7c8105d80713b,"For most of its two decades on the American landscape, the cellphone industry has been known for its freewheeling upstarts and aggressive competition. Yet in just a few years, a wave of mergers has left the industry dominated by a handful of giant companies, with smaller contenders having to carve out niche markets to survive. The industry was further recast yesterday when Sprint and Nextel Communications -- two of the more distinctive and entrepreneurial mobile phone companies -- formally announced a merger that will create a formidable No.3 carrier. The new company, to be called Sprint Nextel, will join Cingular Wireless, which has 46 million subscribers, and Verizon Wireless, with 42 million, in an elite trio that will control three-quarters of the market.",Technology; Business,996,2004/12/16
4fd2414c8eb7c8105d7d9821,"Sprint's negotiations to buy Nextel have ignited fears that Motorola will lose its exclusive deal to supply phones and equipment to Nextel. That loss could mean gains for Lucent Technologies and Nortel Networks, which are the main suppliers of wireless network equipment to Sprint.",Technology; Business,619,2004/12/14
4fd2a5648eb7c8105d88ca89,"United States cellphone operators, hoping to bolster their brands, are flirting with selling handsets that feature their names exclusively. The effort, which follows a trend in Asia and Europe, means the companies may eventually sell more models that do not include the names of popular manufacturers. In October, T-Mobile released a device, the Sidekick, that send and receives e-mail messages and is made by Sharp but it features only the T-Mobile brand. In August, Sprint started selling a mobile phone built by Pantech, a Korean company, without the maker's name.",Technology; Business,988,2004/11/29
4fd23f1e8eb7c8105d7d643d,"Sun Microsystems plans to unveil on Monday the latest version of its flagship Solaris operating system. It also intends to offer a free version of the program to make it more attractive to corporate and academic computer users. The program will not be commercially available until the end of January, Sun executives said on Friday, but versions of Solaris 10 have been available for trial use for almost a year.",Technology; Business,384,2004/11/15
4fd25a668eb7c8105d806dd3,"Does anyone remember the browser wars? In the rapid-fire pace of the technology business, Microsoft's successful, though illegal, campaign to thwart competition in the market for Web browsing software during the 1990's seems to be ancient history.",Technology; Business,941,2004/11/15
4fd23e5a8eb7c8105d7d4ff2,"Apple Computer introduced on Tuesday its next generation iPod music player, which has the ability to display digital images as well as play songs. The new iPod Photo, priced at $499 and $599, will be able to store up to 25,000 wallet-size digital images and display them on a television via a cable. It comes with 40-gigabyte or 60-gigabyte disk storage, capable of storing up to 15,000 songs.",Technology; Business,407,2004/10/27
4fd23f1b8eb7c8105d7d60ec,"AFTER Danny G. Hopkins's Cadillac CTS rear-ended Lindsay Kyle's Dodge Neon at a traffic light in Rochester a year ago, witnesses said Mr. Hopkins had been zooming down the road, and crash investigators who examined the condition and location of the wreckage estimated that Mr. Hopkins was traveling 65 to 70 miles an hour at the point of impact. But in a trial that ended on Oct. 7, a witness emerged with more to say: that four seconds before the crash, it had been traveling 106 m.p.h.",Automobiles,751,2004/10/27
4fd2808e8eb7c8105d84b828,"The AT&T Corporation, the nation's biggest long-distance telephone company, said yesterday that it had agreed to pay $100 million to settle a lawsuit by shareholders who claimed the carrier had lied about its finances. The payment will be split between AT&T and a broadband subsidiary purchased by Comcast Corporation in 2002, said Bob Nersesian, a spokesman for AT&T.",Business,189,2004/10/27
4fd258138eb7c8105d8031e3,"THE simple pleasure of setting out by yourself on the open road -- a head-clearing respite for generations of car owners -- is becoming a thing of the past. Drivers of most cars built in the last few years have a silent observer tagging along. That companion is not a snitch planted by Big Brother, but a data recorder inside the electronic control unit that decides whether to inflate the air bags in a collision. Built into most 2004 vehicles, according to National Highway Traffic Safety Administration estimates, the recorder is typically installed under a front seat or beneath the console. In some ways similar to the ''black box'' that investigators seek after an airliner crashes, this recorder holds data about the car's operation in the moments before a collision.",Automobiles,1188,2004/09/27
4fd254dd8eb7c8105d7fc730,"The purchase of Metro-Goldwyn-Mayer by a group led by Sony will not only give the company an enormous film library but also considerable power in its fight to set the format for the next generation of digital video discs. The transition to the new discs, which are not expected to be widely available until next year at the earliest, could generate billions of dollars in royalties to the developers of the technology that runs them. Sony, as part of the Blu-ray Disc Association, a consortium of major electronics makers, is at the forefront of efforts to develop the new technological standard.",Technology; Movies; Business,833,2004/09/15
4fd258168eb7c8105d8034b6,"Today the idea of building a custom-designed workstation computer in Silicon Valley seems quaint. In both engineering and scientific markets, inexpensive off-the-shelf systems, coupled with the freely available Linux operating system, have shaken the foundations of the traditional computing world.",Technology; Business,1075,2004/08/30
4fd280258eb7c8105d84b3c2,"Quarterly results from MCI Inc. and the AT&T Corporation are doing little to reassure investors that the long-distance industry is stabilizing, and are reinforcing speculation that the companies have become potential takeover targets. Amid a nasty price war for phone services, revenue at AT&T, MCI and other long-distance carriers is plunging. No one in the industry seems to know when the declines will slow. The companies, desperate to stop the bleeding, are cutting thousands of jobs, selling assets and exiting entire businesses.",Technology; Business,670,2004/08/06
4fd253988eb7c8105d7fa1ab,AT&T Communications plans to reach out and put the touch on its customers. It has proposed raising its rates on several local calling plans in 40 states to increase revenues from its residential business. AT&T's decision to increase rates for most of its 4.7 million local phone customers comes less than two weeks after it decided not to seek new residential customers or to work to retain them.,Technology; Business,871,2004/08/04
4fd225df8eb7c8105d7ad242,"Dell Computer reported strong quarterly gains in both sales and profits yesterday, demonstrating once more that it is largely immune from the travails of its rivals in the personal computer business. In a conference call, Dell executives noted that the outlook for the economy was extremely uncertain and predicted that computer sales would probably limp along, growing only slightly this year.",Technology; Business,604,2003/02/14
4fd26ced8eb7c8105d8260ab,"At its last meeting with analysts, 15 months ago, Yahoo gave each of them a gift of a yo-yo to make the point that what goes down can come up. At a dinner on Tuesday before its meeting yesterday, the company gave analysts a set of balls, to show that it has stabilized its finances and is now juggling several opportunities for growth. In the meeting yesterday, at Yahoo's headquarters in Sunnyvale, Calif., the company spent much of its time outlining plans for new premium services it intends to introduce to its Web portal later this year. These include a mix of new services -- like video programming to be watched on computer screens, and expanded versions of its core offerings like e-mail.",Technology; Business,713,2003/02/13
4fd225e58eb7c8105d7ad6b0,"Senior executives at Global Crossing began efforts to disguise the company's financial difficulties months earlier than previously disclosed, giving them more time to sell their shares, according to a securities lawsuit filed this week. The lawsuit, which consolidates several class-action complaints on behalf of investors who lost billions of dollars on Global Crossing stock and bonds, names as defendants more than 20 executives and directors, including Gary Winnick, who resigned as Global Crossing's chairman last month. The suit was filed in Federal District Court in Manhattan.",Business,841,2003/01/30
4fd227d18eb7c8105d7b0c74,"Fleshing out preliminary reports issued three weeks ago, EMC announced fourth-quarter earnings yesterday that confirmed a rebound in spending on information technology, and especially data-storage products, as 2002 wound down. The strength of that rebound remains suspect, though. ''I believe I.T. budgets are pretty much flat,'' said William Teuber, EMC's chief financial officer, summing up independent surveys and conversations with important customers about plans for this year. ''No one is willing to commit to increased spending until they see how the full year develops.''",Technology; Business,503,2003/01/24
4fd28c608eb7c8105d860e98,"West Virginia's attorney general said today that the state would join Massachusetts in appealing a judge's decision to endorse a settlement of the antitrust case involving the Microsoft Corporation. The West Virginia attorney general, Darrell McGraw, filed a notice in federal court that the state would challenge last month's decision by Judge Colleen Kollar-Kotelly of Federal District Court to approve the settlement.",Business,259,2002/12/03
4fd26b308eb7c8105d82354d,"Video on demand may be the most significant development for the Couch Potato Nation since the remote control, and the cable television industry hopes that it may soon become almost as popular. After years of failed promises, unripe business plans and half-baked technology, the cable industry is finally beginning to deliver reliable and economical video-on-demand services.",Movies; Business,1123,2002/11/25
4fd21f888eb7c8105d7a2668,"A notepad-size computer controlled by a pen has long been one of Silicon Valley's most cherished ideas -- and one of the most elusive. In unveiling its new tablet computer system amid much fanfare on Thursday, Microsoft of Redmond, Wash., is betting that it can succeed where dozens of Silicon Valley companies have failed. The pen computing vision has consistently led to the valley's most spectacular commercial flops. Among them were failed efforts like Grid, Agilis, the Go Corporation, Eo, General Magic, Apple, Momenta and others.",Technology; Business,890,2002/11/06
4fd26b288eb7c8105d822ee3,"European phone companies have bet billions on new wireless networks in the hope that consumers will pay for video and other fancy multimedia services. But a start-up company here, Shazam Entertainment, is attracting attention and customers with a music-searching service that runs on the most basic of cellphones. The service, available only in Britain for now, works like this: A person dials a four-digit number on a cellphone and points it at a source of recorded music, be it the sound system in a nightclub or a commercial on television. Shazam's computers filter out the background noise and compare the audio sample with a database of 1.6 million songs, a process that takes less than a second. The service then fires off a text message to the phone, identifying the song and the artist. Each call costs 50 pence, or about 75 cents.",Technology; Business,770,2002/10/28
4fd23ba58eb7c8105d7d05ee,"SOME car owners can spend hours getting their fingers dirty under the hood. Robert Bean is more likely to be in the trunk, tweaking the PC that powers the custom-designed MP3 audio system in his 1996 Mitsubishi Eclipse. Mr. Bean, a junior at Texas A&M University, has a giant control screen built into his dashboard and enough music on the computer's hard drive for nine days of nonstop driving. Hardware fanatics like Mr. Bean, dissatisfied with the features or the prices of commercial MP3 products, have made a hobby out of patching together digital audio systems from used or mail-order parts. Many of these enthusiasts show off their creations and share technical tips on the Web, fostering an online subculture that is both collaborative and competitive.",Automobiles,681,2002/10/23
4fd26c698eb7c8105d824bab,"TAKING control over what you listen to -- and for how long -- is a tremendous power bequeathed by today's car audio systems. For example, there's the cross-country trip. Not long ago, drivers traveling coast-to-coast used to risk being trapped in an AM radio world of hog reports and local bank commercials between Dave Dudley's trucker songs. Needless to say, things have improved. Computer hard drives have melded with car stereos and even the humble radio has joined the space age. Imagine a single compact disc with enough music to let you drive from New York to Ohio without hearing the same song twice. CD's recorded with music encoded in PC-friendly digital audio file formats like MP3 or Windows Media Audio can hold 10 to 20 hours of tunes on one disc.",Automobiles,866,2002/10/23
4fd238298eb7c8105d7cb208,"Shares of Redback Networks Inc. dropped today after the company, a maker of broadband and optical-networking equipment, warned that its third-quarter loss would be much wider than expected because of weak sales. Redback said it expected a third-quarter loss, excluding items, of 23 cents to 25 cents a share on revenue of $15 million to $20 million. The estimate excludes inventory charges and other items considered part of continuing operations under accounting principles.",Business,74,2002/09/27
4fd21d8f8eb7c8105d79eb4f,"The Solectron Corporation posted a wider loss today for the latest quarter as revenue fell 25 percent and it said it would buy back up to $1.5 billion in debt. Solectron, an electronics manufacturer, said its net loss widened to $284 million, or 35 cents a share, in its fiscal third quarter from a loss of $185.7 million, or 28 cents a share, a year earlier.",Business,216,2002/06/21
50e7619600315214fbb82813,The I.B.M. study shows that buyers will increasingly select their new cars based on the digital gadgetry they contain.,Automobiles,558,2013/01/06
547f156b38f0d84a61c0f8c6,"Congestion pricing is unclogging city streets around the world, so now it’s New York’s turn to give the idea a try.",Automobiles,1066,2008/03/16
548e840438f0d8437a5dc17a,"Nasty oil residue can build up inside engines, especially if owners neglect maintenance. ",Automobiles,1264,2007/02/04
54a7a15638f0d85f31aaeb04,"Some operators of OnStar, the service best known for its ability to bail out customers in a jam, will soon be signing off for some of its longstanding customers.",Automobiles,875,2006/11/19
54a4178338f0d80267d2a55a,"Just as automakers turn from steel to aluminum as a way to lower fuel consumption and improve performance, Big Steel is fighting back.",Automobiles,1230,2006/10/22
5323701b38f0d8787234ac10,"Automakers, including Mercedes-Benz and Ford, are cautiously installing gesture sensing systems that read hand and head motions as computer commands.",Automobiles,1292,2014/03/16
5245f81f38f0d8198973d9a9,Researchers in Europe are working on an electronic communications system that enables a wagon train of tractor-trailer trucks and cars to make semiautonomous road trips.,Automobiles,481,2013/09/29
5421e59138f0d83c6e5b7651,"After more than a century of automotive development, there is no single answer on how to control gears, but there is a measure of consensus.",Automobiles,961,2010/12/05
4fd23ba58eb7c8105d7d065d,"Struggling with an increasingly uncertain and bleak corporate economy, Sun Microsystems said yesterday that it would lay off 11 percent of its employees and reported a loss for its first quarter, but it still exceeded Wall Street's earnings expectations. Through 2001, Sun, a computer company, was one of the biggest beneficiaries of both the dot-com boom and the telecommunications and Internet industry expansions. Now the company is trying to navigate an increasingly challenging technology recession, as corporate capital spending declines and competitors offering the Windows and Linux operating systems on their computers challenge Sun.",Technology; Business,619,2002/10/18
4fd238298eb7c8105d7cb1f2,"Some popular online services are using a new kind of software to divert sales commissions that would otherwise be paid to small online merchants by big sites like Amazon and eToys. Critics call the software parasite-ware and stealware. But the sites that use the software, which is made by nearly 20 companies and used by dozens, say that it is perfectly legal, because their users agree to the diversion.",Technology; Business,1751,2002/09/27
4fd21ee78eb7c8105d7a15d7,"Shares of Lumenis, which makes medical devices, rose 42 percent today, a day after it announced that regulators in the United States had approved its treatment for moderate inflammatory acne. Shares of Lumenis closed at $6.30, up $1.86, on the Nasdaq.",Business,99,2002/08/21
4fd238238eb7c8105d7cad15,"Scientists at I.B.M. and the Nion Corporation have developed an advanced electron microscope optics system that makes possible the creation of the most precise images yet, with resolving power less than the radius of a single hydrogen atom. The technology, which employs a powerful desktop computer and an array of magnetic lenses to minimize distortions that are inherent in images made by today's electron microscopes, will also permit researchers to peer deeply into materials and create three-dimensional images.",Business,436,2002/08/08
4fd238e58eb7c8105d7cc469,"General Electric said yesterday that it would sell 90 percent of GE Global eXchange Services, its electronic commerce unit, to Francisco Partners, a buyout firm in Menlo Park, Calif. The deal, valued at $800 million, is expected to give G.E. a pretax profit of about $500 million.",Technology; Business,650,2002/06/25
4fd2362b8eb7c8105d7c7f10,"Days before closing arguments are scheduled in the Microsoft antitrust trial, a group of six leading antitrust economists has filed a last-minute brief urging the federal judge presiding over the case to impose tough penalties on the company. The economists, each of whom has served as chief economist of the Justice Department's antitrust division, argue that a strong judicial directive to restore the competition thwarted by Microsoft's illegal acts is necessary to ensure the effectiveness of antitrust law in an economy increasingly dominated by technology companies.",Technology; Business,566,2002/06/18
4fd278988eb7c8105d83b134,"Spurred by technology advances that create ever more realistic renderings of adventure, sports fantasy and violence, the video game industry is in a remarkable boom. As the industry gathers here for this year's Electronic Entertainment Exhibition, or E3, it appears to have created its own economy. Despite the recession, a prolonged technology slump and Sept. 11, sales of video game hardware, software and accessories increased 43 percent last year, to a record $9.4 billion, according to the market research firm NPD Group.",Technology; Business,976,2002/05/24
4fd22f8f8eb7c8105d7bdf93,"Despite earlier efforts by the United States to keep China behind the high-technology curve, the country is fast catching up with America's ability to make advanced semiconductors, the computer chips that run everything from rice cookers to missile guidance systems. Already, two semiconductor plants in China have ordered equipment from Europe and Japan capable of etching circuitry just 0.13 microns wide, or less than one one-hundredth the width of a human hair. Such tiny circuitry is used in the smallest, fastest and most powerful computer chips in world. The two Shanghai companies that have ordered the equipment, Semiconductor Manufacturing International and Grace Semiconductor Manufacturing, could start manufacturing made-to-order chips with superfine circuitry as early as next year.",Technology; Business,1061,2002/05/06
4fd22cb18eb7c8105d7b89c6,"In one of the largest endorsements yet of its $24 billion planned acquisition of Compaq Computer, the Hewlett-Packard Company today received a vow that Putnam Investments, one of its biggest institutional shareholders, would vote for the merger. Though hinted at in January by Michael Capellas, the chief executive of Compaq, the decision came as a boost to Hewlett-Packard's campaign against its dissident director, Walter B. Hewlett, who is leading a proxy fight against the deal.",Technology; Business,374,2002/03/14
4fd278938eb7c8105d83ae09,"A second Los Angeles investment firm confirmed yesterday that it was planning a bid for Global Crossing in a move that would pit one brother against another. Platinum Equity, a buyout firm founded by the investor Tom T. Gores, is seeking to acquire Global Crossing, a communications company that filed for bankruptcy protection late in January. Platinum will compete with the Gores Technology Group, a Los Angeles investment firm run by Alec Gores, which said early this week that it was interested in acquiring the assets of Global Crossing.",Technology; Business,944,2002/03/07
4fd21b2e8eb7c8105d79a376,"The public -- along with a predictable collection of lawyers and lobbyists -- has delivered its verdict on the government's settlement plan in the Microsoft case. Thumbs down, it seems, according to the sprawling democratic cacophony found in some 30,000 public comments received by the Justice Department. In a joint filing by the government and Microsoft in Federal District Court in Washington yesterday, the rough tabulation presented was 7,500 comments in favor of the settlement announced last November and 15,000 opposed, while the rest did not comment directly on the settlement.",Technology; Business,467,2002/02/08
4fd22aaf8eb7c8105d7b59a9,"Apple Computer said yesterday that 40 percent of the people who bought computers at the 27 retail stores it has opened in recent months were first-time users of Macintosh machines. The figure, analysts say, is an encouraging sign for the company's strategy of trying to lure newcomers to Macintosh, whose users are loyal but less than 5 percent of all personal computer buyers. The optimistic signal came as Apple reported quarterly results that underlined the challenge the company faces. Apple reported earnings that were in line with Wall Street's consensus estimates, but its sales results were somewhat below analysts' expectations.",Technology; Business,614,2002/01/17
4fd211318eb7c8105d786394,"The Oracle Corporation reported quarterly earnings today that matched Wall Street's expectations despite a sharp decline in its sales, especially in its software that runs enormous computer databases. Calling the quarter its toughest in a decade, Oracle said it never fully recovered from the Sept. 11 attacks, which happened two weeks into the company's second fiscal quarter.",Technology; Business,690,2001/12/14
4fd218e98eb7c8105d796356,"C. Michael Armstrong, the chairman of AT&T, reiterated yesterday that he hoped to decide on a plan to either spin off or sell the company's cable television unit by the end of the year. AT&T Broadband is the No. 1 cable television company in the United States.",Business,294,2001/11/07
4fd228a38eb7c8105d7b1c7c,"The Intel Corporation met its financial projections for the third quarter today and said it expected profitability to slightly improve in the last three months of the year, leading some analysts to predict that the semiconductor industry has seen the worst of its precipitous sales decline. Paul Otellini, general manager of the Intel group that makes microprocessors for personal computers, said the results reinforced his view that the second quarter had been ''the bottom,'' adding that the timing for Intel's recovery was unclear.",Technology; Business,910,2001/10/17
4fd228aa8eb7c8105d7b21c0,"Judge Colleen Kollar-Kotelly invoked both national purpose and practical reason last Friday as she ordered the two sides in the Microsoft antitrust case to return to the negotiating table one last time. The ''recent tragic events,'' she said, lent an added urgency to resolving the issue, given its importance to the national economy. A settlement can surely be reached ''if everybody is reasonable'' and ''acts in good faith,'' the judge declared. Those are fine sentiments, but the two sides still see the case so differently. Judge Kollar-Kotelly, of the United States District Court for the District of Columbia, acknowledged that problem when she thanked Microsoft and the Justice Department, joined by 18 states, for cooperating to file a joint status report. ''You didn't agree on a lot,'' she said, ''but it was joint.''",Technology; Business,1171,2001/10/05
4fd217178eb7c8105d79214d,"Nortel Networks of Canada said yesterday that it was cutting 10,000 jobs and reducing its work force by an additional 10,000 jobs through the sale of businesses, leaving the company with fewer than half the employees it had at the beginning of the year. Nortel, the maker of communications equipment, had already announced 30,000 job cuts since problems in the industry began to worsen earlier this year. Nortel, which is based in Brampton, Ontario, began the year with 94,500 employees and expects to have 45,000 after the cuts.",Technology; Business,627,2001/10/03
