ID,snippet,section_name,word_count,myDate
547c2b6838f0d813efccbc32,"Jason Apfelbaum has turned the retail part of his catering business, Chef & Company, into Totally Baked, a potato bar....",Food,144,2008/04/02
547efabf38f0d84a61c0f654,The new Microplane Adjustable Slicer is sturdier than cheaper plastic mandolines and has a comfortable handle and nonskid feet....,Food,137,2008/03/12
547efabc38f0d84a61c0f653,"A Pickle Sickle, made from fresh-squeezed pickles as well as the brine, is like a frozen pickle pop....",Food,98,2008/03/12
5489cc5338f0d82a67124f03,"Chocolates for Mother’s Day, drop-in help for those without cooks and delicate petals of dried olive tapenade with a multitude of potential uses....",Food,467,2007/05/09
50f5a30900315214fbb85141,A new book traces the history of words having to do with food and drink....,Dining & Wine,197,2013/01/16
5457390638f0d86ef22a15b8,A collection of temporary food stalls has been set up along the western side of Madison Square Park....,Food,150,2009/10/14
547d011a38f0d822abda1a19,Demand for biofuels has created tension between using land to produce fuel and using it for food....,Business Day,1868,2008/01/19
5417773c38f0d851fd3a7ffd,"A new guide offers detailed listings for restaurants, markets and events in the borough....",Dining & Wine,144,2010/06/16
5458417f38f0d8086c45e11c,"Laughing Bird shrimp are unlike many farmed shrimp, and that is a good thing....",Food,126,2009/11/11
5471c9cd38f0d847c5e43522,"Paul Kwan, a filmmaker in San Francisco who grew up in Vietnam, has taken his mother’s recipe for XO chili sauce and bottled it....",Food,120,2009/01/21
5478b8fb38f0d86bf592e649,,Magazine,0,2008/10/10
5480cbcb38f0d874625c795a,"“The Spice Bible,” by Jane Lawson, divides about 40 spices into three categories, and then discusses spice mixes and pastes....",Food,196,2008/04/30
54808a2e38f0d82816288fe1,Wild swings in crop futures are damaging mechanisms that are supposed to cushion the jolts of farming....,Business Day,1845,2008/04/22
5491057a38f0d847ca7e2e9e,"Le Sousbois, a rare Swiss artisanal cheese, is available to try in Manhattan, exotic honey from Hawaii and a new book of more than 200 recipes for fresh produce....",Food,513,2007/04/11
5638ef3538f0d8786b6fe23a,"Moving from Cracker Jack to crab fries, sports arenas around the U.S. are collectively raising their concessions game....",T Magazine,131,2015/11/03
4fd2178e8eb7c8105d79347f,"It would seem to take an act of will for the delicately mellow chocolate mousse at Il Forno, a new bakery at 400 West 50th Street, to hold its shape as a cake. Consisting of little besides excellent rich chocolate mousse, it delivers an irrefutabl...",Dining and Wine; Style,151,2000/07/12
4fd224988eb7c8105d7ab0e3,"Tired of the same old balsamico? Sal-Mar's port wine vinegar from Portugal is ruby-colored and mellow and has a sweet aftertaste and a winy richness. It is excellent combined with a light but fruity olive oil for salad, especially one with a bitte...",Dining and Wine; Style,164,2000/06/14
54b16fa738f0d87f8114689d,Family is the key ingredient in Raffetto’s pasta....,Magazine,1295,2006/09/10
4fd2acc18eb7c8105d89a72e,"When Pamela and Alan Rice were thinking of opening a beer store in the East 80s, some of their friends -- whose short memories did not register that the neighborhood, Yorkville, was once home to numerous German and Eastern European beer halls -- t...",Dining and Wine; Style,246,2011/11/23
4fd265478eb7c8105d819934,"The Santa Maria Novella pharmacy in Florence, Italy, is known for its perfumes and herb- and spice-based items, like candles. Now it has introduced small boxes of elegant wrapped chocolates.      Fragrant rose-flavored dark chocolate and refreshin...",Dining and Wine; Style,92,2008/02/20
4fd2b2ad8eb7c8105d8a39ee,"Commerce, a contemporary American restaurant that is to open tomorrow at 50 Commerce Street (Barrow Street), has inherited a legacy. The building dates from 1911; the restaurant space was a speakeasy during Prohibition, and in 1941 it became the B...",Arts; Dining and Wine,170,2008/02/06
4fd263f38eb7c8105d816b32,"With its white tiles, vintage detailing and tenement-green bagel case, Zucker's Bagels and Smoked Fish, which just opened in TriBeCa, has a properly dated look to suggest it has been around almost as long as such New York icons as Russ & Daughters...",Arts; Dining and Wine,169,2007/11/14
4fd275208eb7c8105d83470d,"Bowery Kitchen Supplies will open Bowery Kitchen East, specializing in knives and chef's clothing, Friday, just a few steps from the Bowery. And if you've ever wondered why the larger parent store in the Chelsea Market has Bowery in its name, it's...",Arts; Dining and Wine,131,2007/05/30
4fd28e368eb7c8105d8649a6,"The Farmers' Museum in Cooperstown, N.Y., has a sure crowd-pleasing exhibition on view until the end of October: ''Ice Cream: Our Cool Obsession.'' There are photographs, historical artifacts like antique ice cream machines and old trucks, and a r...",Arts; Dining and Wine,262,2007/05/30
4fd2751a8eb7c8105d83427b,"Wild fennel is commonplace in Sicily, where it is used in a springtime pasta dish with fresh sardines, currants, pine nuts and toasted bread crumbs.      Now, with wild fennel from California available for about two weeks, pasta con le sarde, as t...",Arts; Dining and Wine,159,2007/05/02
4fd237d28eb7c8105d7cab1c,"Most home cooks need only one heavy Dutch oven, and one usually lasts a lifetime. Mine -- more than 50 years old -- belonged to my mother. But I am sorely tempted to buy one by Staub, a French brand adored by top chefs and now available in America...",Dining and Wine; Style,204,2002/06/19
4fd237ce8eb7c8105d7ca76e,"Blowfish tails are often sold under the names sea squab or chicken of the sea, though the odd-looking delicacies have nothing to do with birds. This has been a good season for blowfish, found off Long Island's south shore and the north New Jersey ...",Dining and Wine; Style,182,2002/06/05
4fd21b928eb7c8105d79a891,"The season for fresh matjes herring is here, and Marcus Samuelsson, the chef at Aquavit, is making sushi with it. And you can, too. Cook a cup of short-grain Japanese white rice, then season it with one-fourth cup rice vinegar warmed with one tabl...",Dining and Wine; Style,162,2002/05/29
4fd22f6b8eb7c8105d7bd918,"The increasing demand from restaurants and shops for stylish, artisanal breads and pastries has lead to the establishment of the Artisan Baking Center, a school at 36-46 37th Street in Long Island City, Queens. The center, which teaches experience...",Dining and Wine; Style,109,2002/05/29
4fd265968eb7c8105d8199ff,"Spring begins today, so it is time for Andrew Shotts's new line of chocolates in salted caramel, mint tea and grapefruit, among other flavors. Mr. Shotts, above, a confectioner and pastry chef, makes his chocolates, Garrison Confections, at the Ch...",Dining and Wine; Style,123,2002/03/20
4fd273228eb7c8105d8302cc,"This potholder, channel-quilted like the sections of a piece of matzo, could qualify as Passover Pop Art if it weren't so useful. It's $4.95 at Broadway Panhandler, 477 Broome Street (Wooster Street). The store also sells a matzo mitt, $6.95, perf...",Dining and Wine; Style,54,2002/03/20
4fd25bb98eb7c8105d80917d,"Pierre Hermé, probably the premier pastry chef in France, is opening his own pastry and chocolate boutiques in Paris at a good clip. Mr. Hermé, above, who spent years working at Fauchon and Ladurée, the city's high-end fancy food and pastry pla...",Dining and Wine; Style,318,2002/02/27
4fd2298c8eb7c8105d7b348a,"I held my grandmother's hand as the plane took off from New York. ''Your hands are cold!'' she said. ''These hands are made for pastry. Don't you like to fly? You must not. I do. I think it's fun!''     ''Grandmom,'' I said, ''you may be the only ...",Magazine,1600,2002/01/27
4fd25bbf8eb7c8105d8094e8,"Coffee lovers who insist on sipping espresso from a china cup should elbow up to the bar at Crestanello Gran Caffè Italiano, which just opened at 475 Fifth Avenue (41st Street). This sleek coffee shop and wine bar is the new American outpost for ...",Dining and Wine; Style,162,2002/01/23
4fd25bb98eb7c8105d809165,"Ron Kipps has raised bison in West Clifford, Pa., since 1985, but he has sold its meat in the Union Square Greenmarket for only the last few months. Shoppers on Wednesdays, Fridays and Saturdays will find his Elk Trails Bison Ranch truck parked th...",Dining and Wine; Style,146,2002/01/02
4fd1fa0e8eb7c8105d757694,"For people on the go who don't want to buy bottled water, Brita, a company that makes charcoal filters for removing chlorine, odors and unpleasant flavors from water, has introduced a 20-ounce water bottle with a small carbon filter about the size...",Dining and Wine; Style,93,2000/05/17
4fd2248d8eb7c8105d7aaca2,"The ice cream mix-ins at the new Petrossian Cafe and Boutique, 911 Seventh Avenue, a few steps from the restaurant on the corner of 58th Street, are a far cry from the usual. Passion fruit seeds, caraway seeds, orange zest, praline jelly and pista...",Dining and Wine; Style,230,2000/05/17
4fd208248eb7c8105d772a20,"Residents of the financial district have had few options when it comes to stocking the pantry, so Vine Market, 25 Broad Street (Exchange Place), should be a welcome addition. It's in the Exchange Building, a century-old landmark converted into mor...",Dining and Wine; Style,205,2000/05/03
4fd2167f8eb7c8105d790a19,"What's new in potato chips? The color blue, a deep purply blue rimmed with lavender, in fact. They are from Olive Oil Potato Chips, which makes delicious crisp chips from potatoes fried in olive oil and seasoned with sea salt and rosemary, black p...",Dining and Wine; Style,147,2000/05/03
4fd3a06d8eb7c8105d8e5b84,"Large-scale food irradiation probably makes sense as a safety precaution, but it’s not likely to happen....",Opinion,994,2011/07/26
548a337938f0d8017fa64e47,A report released yesterday by the city&#8217;s Department of Health and Mental Hygiene found that residents in East and Central Harlem have far less access to healthful food in stores than their nearby counterparts on the Upper East Side. The rep...,N.Y. / Region,99,2007/05/17
5176aa12cf28d02a6100261e,"When a great French chef tackles Thanksgiving, don't expect leftovers....",Magazine,2218,2002/11/24
4fd2822f8eb7c8105d84f763,"For decades, when restaurants were buying, not serving, meat in the meatpacking district, DeBragga & Spitler was dedicated to accommodating New York's top chefs. Marc Sarrazin, a French butcher who became the president of the company in 1973, had ...",Technology; Dining and Wine; Style,153,2008/02/13
4fd2b23c8eb7c8105d8a32ac,"Brightening the bar at Madaleine Mae, a restaurant that opened yesterday on the Upper West Side, are about a dozen bottles with colorful fabric caps. They hold herbs, spices, fruit and rum, or rhum, as it is called on Guadeloupe, the Caribbean isl...",Arts; Dining and Wine,173,2008/02/06
4fd264e38eb7c8105d818d8e,"Wine sets the scene at Alain Ducasse's restaurant in the St. Regis, Adour Alain Ducasse, which is to open on Monday. David Rockwell, the designer, said he studied glasses of Burgundy to select the dining room's dominant color. Chardonnay-gold acce...",Dining and Wine; Style,192,2008/01/23
4fd28d5b8eb7c8105d862e39,"It's a rare restaurant that stocks vintage beers, usually dark stouts, strong ales, barley wines and farmhouse ''bières de garde.'' But Kevin Garry, the assistant beverage director of Gramercy Tavern, enlisted Garrett Oliver, the brewmaster of th...",Arts; Dining and Wine,99,2006/11/29
4fd257c58eb7c8105d80274c,"Amid the jumble of preserves, biscuits, sweets, condiments, teas and gift items in Chelsea Market Baskets in Chelsea Market, David Porat, the owner, has found space for a well-edited selection of fine cheeses.     Matt Ross, right, who had been at...",Arts; Dining and Wine,116,2006/11/08
4fd258dc8eb7c8105d8046ea,"You can give your kitchen counter a stunning splash of color with this pair of mixing bowls, designed by Jan Hoekstra for the Museum of Modern Art's gift shop. The small one holds a liter, about a quart, and the larger one takes two and one-half l...",Arts; Dining and Wine,105,2006/11/08
4fd254028eb7c8105d7fac6b,"There's a little more variety in sweet potatoes this fall. Small fingerling sweet potatoes in various colors can be simply roasted, then piled attractively in a bowl or on a platter. They can be peeled and steamed and, since having crisp skin is n...",Arts; Dining and Wine,143,2006/10/18
4fd278f98eb7c8105d83bfd7,"There is an ice-cream flavor for each New York City borough at 5 Boroughs Ice Cream, a new little company in Astoria, Queens, owned by Scott Myles, a graphic designer, and his wife, Kim, a hairdresser. The cream comes from local dairies.     Bakla...",Arts; Dining and Wine,156,2006/09/13
4fd2517f8eb7c8105d7f6114,"Sardinia has its own assertively rustic cuisine, like the crisp shepherd's bread called pane carasau, made in big crackerlike disks. Try brushing the bread with oil and lightly toasting it, or layering it with tomato sauce and cheese to make a qui...",Arts; Dining and Wine,119,2006/07/12
4fd255958eb7c8105d7fe40f,"Magenta-red radishes selling for $1 a bunch at the Union Square Greenmarket are easily the size of limes. Super Bunny might want to munch on them raw, but why not cook them?     I cut each of 12 radishes in eighths vertically, heated two tablespoo...",Arts; Dining and Wine,155,2006/07/12
4fd250a28eb7c8105d7f4a19,"It looks like a tiny Venetian carnival mask with a winsome smile, but the new stainless steel corn zipper, made by Kuhn Rikon, is an effective gadget for summer cooking. Knives can cut into the cob even when used by the steadiest hand, but the cor...",Arts; Dining and Wine,81,2006/06/07
4fd254888eb7c8105d7fbc72,"A special oven, above, has started punching out pita bread at top speed at Yummy Schwarmy, 71 Seventh Avenue South (Bleecker Street), a bright new eat-in and takeout spot owned by Kobi Weichman, above right. Middle Eastern shwarma -- chicken or tu...",Arts; Dining and Wine,156,2006/04/19
4fd26ab48eb7c8105d822658,"John-Paul Lee and Sonny Caberwal are 20-somethings who have set out to make tea hip. They even hired a D.J. for their new little shop, Tavalon Tea Bar, at 22 East 14th Street, and have a tea sommelier, Chris Cason, to help customers. Along one wal...",Arts; Dining and Wine,172,2006/04/12
4fd2428c8eb7c8105d7db43d,"A cloud of zabaglione is lovely to spoon over strawberries or a fruit compote and makes a great Passover dessert. At Shallots NY, a kosher restaurant at 550 Madison Avenue (55th Street), the chef, Damian Sansonetti, beats 4 egg yolks with 2 tables...",Dining and Wine; Style,150,2003/04/09
4fd270d48eb7c8105d82c6a6,"Viking, whose professional-style ranges are considered by many to be the Rolls-Royces of the home kitchen, has opened a culinary center in Garden City, N.Y., at 835 Franklin Avenue. There is a kitchen for hands-on cooking classes (below, teaching,...",Dining and Wine; Style,97,2003/04/02
4fd2207d8eb7c8105d7a4095,"When Elspeth Treadwell worked in an office, she often treated co-workers and friends to her cupcakes and other baked goods. The day she saw a little storefront for rent at 231 East Fifth Street (Bowery), she decided to switch careers. She named he...",Dining and Wine; Style,146,2003/01/22
4fd23afa8eb7c8105d7cfb91,"Cast iron, that old-fashioned kitchen workhorse, has always needed seasoning; that is, a light oiling and heating to seal the porous metal surface. Or, as Lodge Manufacturing in South Pittsburg, Tenn., the country's top maker of cast-iron cookware...",Dining and Wine; Style,158,2003/01/15
4fd28dc28eb7c8105d863a13,"Marina Borges, right, is in holiday overdrive, which is quite natural this time of year for a cookie baker. Her specialties are cunning star-shaped linzers, buttery snickerdoodles, fragile chocolate-rimmed leaves, and intense chocolate cookies tha...",Dining and Wine; Style,128,2002/12/18
4fd21f828eb7c8105d7a2264,"Chocolate treats fill the display case at Lunchbox Food Company, 357 West Street (Clarkson Street) in Greenwich Village. Jennifer Kohns, above center, and Lawrence Rudolph, right, have turned what was a diner into a kitchen, restaurant and shop wi...",Dining and Wine; Style,128,2002/10/23
4fd23ba68eb7c8105d7d06e5,"An introductory course in the foods of the world could use ''The Foodlover's Atlas of the World'' by Martha Rose Shulman (Firefly Books, $35) as its textbook....",Dining and Wine; Style; Books,100,2002/10/09
4fd220d48eb7c8105d7a48fe,"Dried sausages made in France are now being sold in the United States for the first time, having passed stringent government inspections. The Jean de France line of saucissons, made in Lyon, has a garlicky complexity enhanced by flavorings like wi...",Dining and Wine; Style,89,2002/09/11
4fd238288eb7c8105d7cb152,"Chocolat Bla Bla Bla is tucked alongside a beauty salon at 359 East 50th Street, sharing the entry. But Lorraine Belmont, above, a caterer who said she ''had to open a chocolate shop'' after seeing the film ''Chocolat,'' said that somehow, custome...",Dining and Wine; Style,169,2002/09/11
4fd238998eb7c8105d7cba87,"Broccoli rabe sautéed with garlic and olive oil is delicious on its own. Then there's what Rocco Tocci, right, the owner of Pane d'Italia in Whitestone, Queens, does with it. He adds it to bread dough....",Dining and Wine; Style,115,2002/09/11
4fd254dc8eb7c8105d7fc5a6,"For the hot dogs and hamburgers at your Labor Day cookout, there are some unusual condiments made in South Africa. So!Go Relish (subtitled fruit chutney), above left, is a bright sweet-and-sour mixture that throws off a touch of heat. Sweet Chili,...",Dining and Wine; Style,100,2004/09/01
4fd256aa8eb7c8105d8004fe,"The lease has been signed: now all they need is a name. VICKI FREEMAN and MARC MEYER, below, who own FIVE POINTS in NoHo, are taking over a space in Chelsea, at 156 10th Avenue (20th Street), which they plan to turn into a 140-seat restaurant this...",Dining and Wine; Style,299,2004/07/14
4fd256ab8eb7c8105d80050a,"Fresh local corn is usually luscious enough to be eaten plain. But butter and salt do not hurt, especially with a new kind of salted butter. Vermont Butter and Cheese's Cultured Butter with Sea Salt Crystals is richly flavored, and the sea salt ad...",Dining and Wine; Style,82,2004/07/14
4fd27d528eb7c8105d844b80,"Rwanda's biggest export is coffee, mostly from thousands of small family farms. The Thanksgiving Coffee Company in Fort Bragg, Calif., has started a program to help both the farmers and the endangered mountain gorillas for which Rwanda is famous: ...",Dining and Wine; Style,129,2004/06/02
4fd27b398eb7c8105d84054b,"Ordering dim sum is usually a pick and point operation, transcending any language barrier, as carts of foods roll by. ''Dim Sum, A Pocket Guide'' by Kit Shan Li (Chronicle Books, $7.95) explains about 50 items, giving Chinese transliterations of t...",Dining and Wine; Style; Books,109,2004/03/24
4fd23c0e8eb7c8105d7d1139,"Connoisseurs of Alaskan king crab know there is a world of difference between the delicately succulent fresh kind and the frozen, which is often stringy or waterlogged. For the next month, a few fish markets will sell fresh legs. At Wild Edibles, ...",Dining and Wine; Style,133,2004/03/17
4fd239ba8eb7c8105d7cd86a,Craig Kanarick is by profession a digital designer and photographer. He is also so fascinated by candy that he collects it and photographs it....,Dining and Wine; Style,102,2004/03/10
4fd27af68eb7c8105d83f700,"Shochu, the cool drink among the younger set in Japan, is beginning to show up on these shores. Like sake, shochu (or soju), can be made from rice, but more often is based on barley, buckwheat or sweet potatoes. Whereas sake is brewed like beer, s...",Dining and Wine; Style,151,2004/03/10
4fd24bb68eb7c8105d7eaa71,"There is nothing like chili to take the chill off a wintry Midtown street. Daisy May's BBQ USA, which has a takeout store on 11th Avenue and 46th Street, has rolled out the first two of six snappy-looking chili carts, one at Avenue of the Americas...",Dining and Wine; Style,191,2004/01/28
4fd231c38eb7c8105d7c150b,"ASIATE in the Mandarin Oriental New York hotel is the first restaurant to open in the Time Warner Center at Columbus Circle. The chef, NORI SUGIE , left, is from Japan but has worked in France and Australia and with Charlie Trotter in Chicago. He ...",Dining and Wine; Style,326,2003/11/12
4fd2776f8eb7c8105d83900f,"Eating your vegetables has never been sweeter, at least since Fauchon introduced pâte de légumes, a new line of vegetable-based confections. Like their cousins, pâte de fruits (fruit jellies), these jewel-toned, sugary squares have intense flav...",Dining and Wine; Style,148,2003/11/12
4fd234ce8eb7c8105d7c60cb,"Redhawk, a Muenster-style cheese from the Cowgirl Creamery in Point Reyes Station, Calif., won the American Cheese Society's grand prize this year. It is astonishingly good: pungent and almost beefy, but smooth-textured. Cowgirl uses organic milk,...",Dining and Wine; Style,188,2003/11/05
4fd29b088eb7c8105d87ab52,"For the last few summers, Leslie Ann Nilsson, below, has run Cafe St. Bart's on the terrace at St. Bartholomew's Episcopal Church, Park Avenue and 50th Street. This year, instead of striking her tent, so to speak, she is staying open in the cold w...",Dining and Wine; Style,128,2003/11/05
4fd277248eb7c8105d83847b,"The Campbell Apartment in Grand Central Terminal specializes in classic cocktails, some from the 1920's and 30's. At the small bar it has opened in a former taxi stand at the entrance to the station at 43rd Street and Vanderbilt Avenue, it has com...",Dining and Wine; Style,162,2003/09/03
4fd277248eb7c8105d838481,"I'll take caramel over chocolate any day, so ''Caramel,'' by Peggy Cullen (Chronicle Books, $19.95), could have been written just for me. Now is the time to bake little caramel-peach upside-down cakes and burnt-sugar and lemon tarts with blueberry...",Dining and Wine; Style,137,2003/09/03
4fd242318eb7c8105d7dafd4,"Twinkies dressed like drum majors, and red, white and blue marshmallows on a stick are snacks fit for patriots of every stripe, but they are among the new treats for children from Ruby et Violette, a bakery at 457 West 50th Street. A gift bag of t...",Dining and Wine; Style,96,2003/07/02
4fd291678eb7c8105d86a1c2,"Plastic or vinyl place mats are on the tables at Nougatine, Craft, Blue Fin and Kitchen 82, restaurants that would never dream of using plastic glassware, dishes or flatware. Sandy Chilewich designed them for her New York company, Chilewich (prono...",Dining and Wine; Style,115,2003/06/18
4fd23fd08eb7c8105d7d7553,"A month or so ago, a bizarre shipment of beluga from Bulgaria landed in Petrossian's New York warehouse. Instead of the usual mass of glittering charcoal-gray beads, ivory-colored caviar filled the tins. Until they are killed, sturgeon give no clu...",Dining and Wine; Style,190,2003/06/04
4fd22c0d8eb7c8105d7b813f,"Barbecue grills were once ubiquitous in state parks in the Hudson Valley. But over the years they fell prey to neglect and vandalism. Now, in time for Memorial Day, they are back, but with a difference. Five designs of animal-shape cast-iron grill...",Dining and Wine; Style,165,2003/05/21
4fd2432f8eb7c8105d7dca68,"Buying cheese in peak condition can be a challenge. Underripe Camembert, overly funky Teleme and dried-out goat crottins are not uncommon on restaurant cheese carts and store shelves.    Terrance Brennan, a restaurateur with a penchant for cheese,...",Dining and Wine; Style,334,2003/05/07
4fd23eba8eb7c8105d7d560c,"You can serve a lot of hamburgers in 60 years, and for its 60th anniversary, the Burger Heaven chain will sell its plain eight-ounce burger for 60 cents tomorrow from noon to 2 p.m. On Friday, French fries will be the same price from noon to 3. Se...",Dining and Wine; Style,151,2003/04/30
4fd2428e8eb7c8105d7db615,"Most of the late-winter catch of salmon from the Baltic Sea off Denmark goes into smokers. Russ & Daughters, 179 East Houston Street (Allen Street), has some of this distinctive salmon, mildly smoky with a meaty texture and a relatively pale color...",Dining and Wine; Style,95,2003/04/30
4fd2428d8eb7c8105d7db579,"Among the loveliest signs of spring in markets in the Mediterranean and the Middle East are baskets of downy, pale green fresh almonds. Gathered before the shell and the nut inside have hardened, they are often served chilled to be nibbled before ...",Dining and Wine; Style,133,2003/04/16
4fd227028eb7c8105d7af3ec,"Such a tiny leaf, so much flavor. Celery microgreens, hand-snipped as they sprout in Eli Zabar's greenhouses on East 91st Street, have the slightly bitter pungency and parsley-like aroma of full-grown celery. They're excellent in a chicken salad s...",Dining and Wine; Style,78,2003/04/09
4fd22af88eb7c8105d7b627c,"Tête de Moine is a hard, flavorful cow's milk mountain cheese from Switzerland that is served in a beautiful ruffle. A tool called a Girolle skewers the cheese to a board, and as the knife that is attached to it is turned, it shaves off the chees...",Dining and Wine; Style,153,2003/03/19
4fd2266f8eb7c8105d7ae155,"The French call it a bouquet garni, a bundle of herbs and peppercorns gathered into a neat packet made of cheesecloth and string, for infusing broths, soups and stews. Making one, however, is a task: you have to cut the gauzy cheesecloth, then cha...",Dining and Wine; Style,203,2003/03/05
4fd26ced8eb7c8105d826145,"Some of Aunt Gussie's cookies are made with spelt, an ancient wheat known for its nutty flavor and fiber. And some are made with maltitol, a starch-based sweetener, instead of sugar. But whether chocolate chip, oatmeal or pecan, these cookies stil...",Dining and Wine; Style,68,2003/02/26
4fd26c768eb7c8105d825465,"Most jewelry shops replace their baubles with photos in their windows at night. When J. Mavec, 946 Madison Avenue (74th Street), closes, the windows are filled with jars of honey. Janet Mavec, the owner of the shop that sells new and estate jewelr...",Dining and Wine; Style,146,2002/12/18
4fd28c608eb7c8105d860ea7,"Need a caldron for tomorrow night's witches' stew with ''gall of goat and slips of yew''? This black pottery casserole will also do a fine job with something more appetizing -- a creamy risotto, say, or chicken braised in wine. The thick, handsome...",Dining and Wine; Style,136,2002/10/30
4fd21ee48eb7c8105d7a1435,"Christian Delouvrier, the executive chef at Lespinasse, 2 East 55th Street, acknowledged that he was inspired by airline food -- the sort found on the Concorde -- to come up with Le Quicker (bottom), a new one-plate lunch served Wednesday through ...",Dining and Wine; Style,174,2002/09/25
4fd2389f8eb7c8105d7cbd99,"'Veal chops, one for each of us,'' I said over the phone.    ''The fatter osso buco kind, or the ones like a pork chop?'' Sherry asked....",Magazine,1721,2002/09/22
4fd222798eb7c8105d7a7890,"New Zealand has made Cheddar for a long time, which is no surprise, considering the country's English heritage. One of its largest producers, Kapiti, is now sending the cheese to American shops. It is deep ivory and aged four years, and it has a m...",Dining and Wine; Style,142,2002/08/14
4fd268be8eb7c8105d81f12e,"Spicy brownies, fat cookies, chocolate clusters with either peanut butter or strawberry shortcake centers, dessert sauces, truffle lollipops, chocolate bars and assorted truffles fill the shelves at the bright new Chocolate Bar, 48 Eighth Avenue (...",Dining and Wine; Style,83,2002/05/15
4fd2358c8eb7c8105d7c70e3,"As a Christmas present last year, Timmie, Tad's sister, gave me six of her favorite recipes: among them, tabbouleh, corn chowder and her raspberry-almond vacherin. She must have read my mind, I thought. For months, with Tad's gentle encouragement,...",Magazine,1441,2002/05/12
4fd22cb98eb7c8105d7b8f14,"The refurbished Bemelmans Bar, in the Hotel Carlyle, has a savory twist on the madeleine. The bar, named for Ludwig Bemelmans, the creator of Madeline, the winsome French schoolgirl, serves warm cheese madeleines made by Jean-Louis Dumonet, the Ca...",Dining and Wine; Style,142,2002/03/06
4fd22cb28eb7c8105d7b8a89,"They look like golden navel oranges, but they are actually sweet Meyer lemons, about twice the usual size. The grower, Armand Bryl of Samsula, Fla., near Daytona Beach, said, ''I just use natural fish and seaweed fertilizer and then let the ladybu...",Dining and Wine; Style,136,2002/02/06
4fd234198eb7c8105d7c4dfc,"Bierkraft, a new shop at 191 Fifth Avenue (Union Street) in Park Slope, Brooklyn, is not just a place to choose from among more than 350 kinds of beer. It's a place to learn about them as well. The owners, Daphne and Richard Scholz, have a tasting...",Dining and Wine; Style,98,2002/01/09
4fd2564c8eb7c8105d7ffd30,"This month, Estiatorio Milos, the Greek seafood restaurant at 125 West 55th Street, is offering free samples of kakavia, a stew that fishermen traditionally make on the beach, to customers at the start of dinner or while they wait for tables. The ...",Dining and Wine; Style,204,2002/01/09
4fd22ab18eb7c8105d7b5bbd,"Oreos with a glass of milk are a given. These new cookies are particularly good for nibbling with a good cup of coffee. Dark chocolate Latté sandwich cookies made by Uniquely Together Gourmet, a company in Skokie, Ill., have a creamy filling subt...",Dining and Wine; Style,93,2002/01/02
4fd22aad8eb7c8105d7b58c3,"These perky infant amaranth leaves are called microgreens even though they are a gorgeous burgundy. Grown organically in the Catskills, they add a bittersweet, almost wheaty flavor to a salad or can be used as a topping for soups, open-face sandwi...",Dining and Wine; Style,67,2001/12/05
4fd2120a8eb7c8105d787f84,"In Raymond Carver's story ''A Small, Good Thing,'' a baker feeds warm rolls and coffee to a couple who have just lost their only child. ''You have to eat and keep going,'' he says. ''Eating is a small, good thing at a time like this.''     But the...",Magazine,1737,2001/11/25
